,video_path,frames,height,width,channels
63,../resource/video/00064.mp4,163,720,1280,3
64,../resource/video/00065.mp4,146,720,1280,3
65,../resource/video/00066.mp4,150,720,1280,3
66,../resource/video/00067.mp4,153,720,1280,3
67,../resource/video/00068.mp4,147,720,1280,3
68,../resource/video/00069.mp4,151,720,1280,3
69,../resource/video/00070.mp4,156,720,1280,3
70,../resource/video/00071.mp4,135,720,1280,3
71,../resource/video/00072.mp4,135,720,1280,3
72,../resource/video/00073.mp4,161,720,1280,3
73,../resource/video/00074.mp4,163,720,1280,3
74,../resource/video/00075.mp4,158,720,1280,3
75,../resource/video/00076.mp4,154,720,1280,3
76,../resource/video/00077.mp4,141,720,1280,3
77,../resource/video/00078.mp4,137,720,1280,3
78,../resource/video/00079.mp4,149,720,1280,3
79,../resource/video/00080.mp4,144,720,1280,3
80,../resource/video/00081.mp4,130,720,1280,3
81,../resource/video/00082.mp4,149,720,1280,3
82,../resource/video/00083.mp4,148,720,1280,3
83,../resource/video/00084.mp4,156,720,1280,3
84,../resource/video/00085.mp4,136,720,1280,3
85,../resource/video/00086.mp4,151,720,1280,3
86,../resource/video/00087.mp4,150,720,1280,3
87,../resource/video/00088.mp4,158,720,1280,3
88,../resource/video/00089.mp4,151,720,1280,3
89,../resource/video/00090.mp4,152,720,1280,3
90,../resource/video/00091.mp4,134,720,1280,3
91,../resource/video/00092.mp4,180,720,1280,3
92,../resource/video/00093.mp4,161,720,1280,3
93,../resource/video/00094.mp4,144,720,1280,3
94,../resource/video/00095.mp4,129,720,1280,3
95,../resource/video/00096.mp4,146,720,1280,3
96,../resource/video/00097.mp4,149,720,1280,3
97,../resource/video/00098.mp4,142,720,1280,3
98,../resource/video/00099.mp4,148,720,1280,3
99,../resource/video/00100.mp4,151,720,1280,3
100,../resource/video/00101.mp4,146,720,1280,3
101,../resource/video/00102.mp4,136,720,1280,3
102,../resource/video/00103.mp4,151,720,1280,3
103,../resource/video/00104.mp4,121,720,1280,3
104,../resource/video/00105.mp4,150,720,1280,3
105,../resource/video/00106.mp4,59,720,1280,3
106,../resource/video/00107.mp4,61,720,1280,3
107,../resource/video/00108.mp4,66,720,1280,3
108,../resource/video/00109.mp4,109,720,1280,3
109,../resource/video/00110.mp4,77,720,1280,3
110,../resource/video/00111.mp4,60,720,1280,3
111,../resource/video/00112.mp4,60,720,1280,3
112,../resource/video/00113.mp4,59,720,1280,3
113,../resource/video/00114.mp4,72,720,1280,3
114,../resource/video/00115.mp4,77,720,1280,3
115,../resource/video/00116.mp4,86,720,1280,3
116,../resource/video/00117.mp4,89,720,1280,3
117,../resource/video/00118.mp4,79,720,1280,3
118,../resource/video/00119.mp4,81,720,1280,3
119,../resource/video/00120.mp4,69,720,1280,3
120,../resource/video/00121.mp4,73,720,1280,3
121,../resource/video/00122.mp4,142,720,1280,3
122,../resource/video/00123.mp4,66,720,1280,3
123,../resource/video/00124.mp4,96,720,1280,3
124,../resource/video/00125.mp4,116,720,1280,3
125,../resource/video/00126.mp4,91,720,1280,3
126,../resource/video/00127.mp4,88,720,1280,3
127,../resource/video/00128.mp4,58,720,1280,3
128,../resource/video/00129.mp4,76,720,1280,3
129,../resource/video/00130.mp4,105,720,1280,3
130,../resource/video/00131.mp4,77,720,1280,3
131,../resource/video/00132.mp4,57,720,1280,3
132,../resource/video/00133.mp4,57,720,1280,3
133,../resource/video/00134.mp4,74,720,1280,3
134,../resource/video/00135.mp4,74,720,1280,3
135,../resource/video/00136.mp4,135,720,1280,3
136,../resource/video/00137.mp4,90,720,1280,3
137,../resource/video/00138.mp4,73,720,1280,3
138,../resource/video/00139.mp4,73,720,1280,3
139,../resource/video/00140.mp4,58,720,1280,3
140,../resource/video/00141.mp4,72,720,1280,3
141,../resource/video/00142.mp4,177,720,1280,3
142,../resource/video/00143.mp4,66,720,1280,3
143,../resource/video/00144.mp4,82,720,1280,3
144,../resource/video/00145.mp4,74,720,1280,3
145,../resource/video/00146.mp4,78,720,1280,3
146,../resource/video/00147.mp4,74,720,1280,3
147,../resource/video/00148.mp4,71,720,1280,3
148,../resource/video/00149.mp4,72,720,1280,3
149,../resource/video/00150.mp4,116,720,1280,3
150,../resource/video/00151.mp4,61,720,1280,3
151,../resource/video/00152.mp4,57,720,1280,3
152,../resource/video/00153.mp4,73,720,1280,3
153,../resource/video/00154.mp4,81,720,1280,3
154,../resource/video/00155.mp4,66,720,1280,3
155,../resource/video/00156.mp4,66,720,1280,3
156,../resource/video/00157.mp4,66,720,1280,3
157,../resource/video/00158.mp4,71,720,1280,3
158,../resource/video/00159.mp4,70,720,1280,3
159,../resource/video/00160.mp4,65,720,1280,3
160,../resource/video/00161.mp4,77,720,1280,3
161,../resource/video/00162.mp4,57,720,1280,3
162,../resource/video/00163.mp4,84,720,1280,3
163,../resource/video/00164.mp4,72,720,1280,3
164,../resource/video/00165.mp4,73,720,1280,3
165,../resource/video/00166.mp4,75,720,1280,3
166,../resource/video/00167.mp4,56,720,1280,3
167,../resource/video/00168.mp4,113,720,1280,3
168,../resource/video/00169.mp4,142,720,1280,3
169,../resource/video/00170.mp4,71,720,1280,3
170,../resource/video/00171.mp4,74,720,1280,3
171,../resource/video/00172.mp4,92,720,1280,3
172,../resource/video/00173.mp4,138,720,1280,3
173,../resource/video/00174.mp4,77,720,1280,3
174,../resource/video/00175.mp4,67,720,1280,3
175,../resource/video/00176.mp4,72,720,1280,3
176,../resource/video/00177.mp4,66,720,1280,3
177,../resource/video/00178.mp4,66,720,1280,3
178,../resource/video/00179.mp4,120,720,1280,3
179,../resource/video/00180.mp4,117,720,1280,3
180,../resource/video/00181.mp4,85,720,1280,3
181,../resource/video/00182.mp4,57,720,1280,3
182,../resource/video/00183.mp4,57,720,1280,3
183,../resource/video/00184.mp4,116,720,1280,3
184,../resource/video/00185.mp4,74,720,1280,3
185,../resource/video/00186.mp4,123,720,1280,3
186,../resource/video/00187.mp4,80,720,1280,3
187,../resource/video/00188.mp4,80,720,1280,3
188,../resource/video/00189.mp4,77,720,1280,3
189,../resource/video/00190.mp4,131,720,1280,3
190,../resource/video/00191.mp4,79,720,1280,3
191,../resource/video/00192.mp4,154,720,1280,3
192,../resource/video/00193.mp4,89,720,1280,3
193,../resource/video/00194.mp4,71,720,1280,3
194,../resource/video/00195.mp4,79,720,1280,3
195,../resource/video/00196.mp4,84,720,1280,3
196,../resource/video/00197.mp4,131,720,1280,3
197,../resource/video/00198.mp4,61,720,1280,3
198,../resource/video/00199.mp4,61,720,1280,3
199,../resource/video/00200.mp4,71,720,1280,3
200,../resource/video/00201.mp4,72,720,1280,3
201,../resource/video/00202.mp4,72,720,1280,3
202,../resource/video/00203.mp4,74,720,1280,3
203,../resource/video/00204.mp4,90,720,1280,3
204,../resource/video/00205.mp4,75,720,1280,3
205,../resource/video/00206.mp4,66,720,1280,3
206,../resource/video/00207.mp4,80,720,1280,3
207,../resource/video/00208.mp4,116,720,1280,3
208,../resource/video/00209.mp4,58,720,1280,3
209,../resource/video/00210.mp4,56,720,1280,3
210,../resource/video/00211.mp4,56,720,1280,3
211,../resource/video/00212.mp4,92,720,1280,3
212,../resource/video/00213.mp4,73,720,1280,3
213,../resource/video/00214.mp4,108,720,1280,3
214,../resource/video/00215.mp4,58,720,1280,3
215,../resource/video/00216.mp4,58,720,1280,3
216,../resource/video/00217.mp4,71,720,1280,3
217,../resource/video/00218.mp4,107,720,1280,3
218,../resource/video/00219.mp4,56,720,1280,3
219,../resource/video/00220.mp4,84,720,1280,3
220,../resource/video/00221.mp4,86,720,1280,3
221,../resource/video/00222.mp4,98,720,1280,3
222,../resource/video/00223.mp4,79,720,1280,3
223,../resource/video/00224.mp4,56,720,1280,3
224,../resource/video/00225.mp4,139,720,1280,3
225,../resource/video/00226.mp4,139,720,1280,3
226,../resource/video/00227.mp4,120,720,1280,3
227,../resource/video/00228.mp4,64,720,1280,3
228,../resource/video/00229.mp4,130,720,1280,3
229,../resource/video/00230.mp4,73,720,1280,3
230,../resource/video/00231.mp4,66,720,1280,3
231,../resource/video/00232.mp4,62,720,1280,3
232,../resource/video/00233.mp4,76,720,1280,3
233,../resource/video/00234.mp4,72,720,1280,3
234,../resource/video/00235.mp4,80,720,1280,3
235,../resource/video/00236.mp4,77,720,1280,3
236,../resource/video/00237.mp4,133,720,1280,3
237,../resource/video/00238.mp4,71,720,1280,3
238,../resource/video/00239.mp4,63,720,1280,3
239,../resource/video/00240.mp4,63,720,1280,3
240,../resource/video/00241.mp4,80,720,1280,3
241,../resource/video/00242.mp4,81,720,1280,3
242,../resource/video/00243.mp4,76,720,1280,3
243,../resource/video/00244.mp4,74,720,1280,3
244,../resource/video/00245.mp4,56,720,1280,3
245,../resource/video/00246.mp4,111,720,1280,3
246,../resource/video/00247.mp4,62,720,1280,3
247,../resource/video/00248.mp4,93,720,1280,3
248,../resource/video/00249.mp4,62,720,1280,3
249,../resource/video/00250.mp4,146,720,1280,3
250,../resource/video/00251.mp4,80,720,1280,3
251,../resource/video/00252.mp4,76,720,1280,3
252,../resource/video/00253.mp4,74,720,1280,3
253,../resource/video/00254.mp4,77,720,1280,3
254,../resource/video/00255.mp4,68,720,1280,3
255,../resource/video/00256.mp4,65,720,1280,3
256,../resource/video/00257.mp4,88,720,1280,3
257,../resource/video/00258.mp4,89,720,1280,3
258,../resource/video/00259.mp4,77,720,1280,3
259,../resource/video/00260.mp4,93,720,1280,3
260,../resource/video/00261.mp4,98,720,1280,3
261,../resource/video/00262.mp4,95,720,1280,3
262,../resource/video/00263.mp4,106,720,1280,3
263,../resource/video/00264.mp4,55,720,1280,3
264,../resource/video/00265.mp4,85,720,1280,3
265,../resource/video/00266.mp4,65,720,1280,3
266,../resource/video/00267.mp4,78,720,1280,3
267,../resource/video/00268.mp4,70,720,1280,3
268,../resource/video/00269.mp4,116,720,1280,3
269,../resource/video/00270.mp4,92,720,1280,3
270,../resource/video/00271.mp4,77,720,1280,3
271,../resource/video/00272.mp4,79,720,1280,3
272,../resource/video/00273.mp4,109,720,1280,3
273,../resource/video/00274.mp4,58,720,1280,3
274,../resource/video/00275.mp4,65,720,1280,3
275,../resource/video/00276.mp4,65,720,1280,3
276,../resource/video/00277.mp4,65,720,1280,3
277,../resource/video/00278.mp4,66,720,1280,3
278,../resource/video/00279.mp4,118,720,1280,3
279,../resource/video/00280.mp4,144,720,1280,3
280,../resource/video/00281.mp4,66,720,1280,3
281,../resource/video/00282.mp4,61,720,1280,3
282,../resource/video/00283.mp4,62,720,1280,3
283,../resource/video/00284.mp4,79,720,1280,3
284,../resource/video/00285.mp4,76,720,1280,3
285,../resource/video/00286.mp4,73,720,1280,3
286,../resource/video/00287.mp4,128,720,1280,3
287,../resource/video/00288.mp4,70,720,1280,3
288,../resource/video/00289.mp4,71,720,1280,3
289,../resource/video/00290.mp4,71,720,1280,3
290,../resource/video/00291.mp4,86,720,1280,3
291,../resource/video/00292.mp4,107,720,1280,3
292,../resource/video/00293.mp4,126,720,1280,3
293,../resource/video/00294.mp4,79,720,1280,3
294,../resource/video/00295.mp4,131,720,1280,3
295,../resource/video/00296.mp4,71,720,1280,3
296,../resource/video/00297.mp4,131,720,1280,3
297,../resource/video/00298.mp4,64,720,1280,3
298,../resource/video/00299.mp4,74,720,1280,3
299,../resource/video/00300.mp4,76,720,1280,3
300,../resource/video/00301.mp4,86,720,1280,3
301,../resource/video/00302.mp4,74,720,1280,3
302,../resource/video/00303.mp4,55,720,1280,3
303,../resource/video/00304.mp4,73,720,1280,3
304,../resource/video/00305.mp4,73,720,1280,3
305,../resource/video/00306.mp4,64,720,1280,3
306,../resource/video/00307.mp4,75,720,1280,3
307,../resource/video/00308.mp4,67,720,1280,3
308,../resource/video/00309.mp4,85,720,1280,3
309,../resource/video/00310.mp4,95,720,1280,3
310,../resource/video/00311.mp4,84,720,1280,3
311,../resource/video/00312.mp4,131,720,1280,3
312,../resource/video/00313.mp4,58,720,1280,3
313,../resource/video/00314.mp4,72,720,1280,3
314,../resource/video/00315.mp4,118,720,1280,3
315,../resource/video/00316.mp4,154,720,1280,3
316,../resource/video/00317.mp4,146,720,1280,3
317,../resource/video/00318.mp4,88,720,1280,3
318,../resource/video/00319.mp4,66,720,1280,3
319,../resource/video/00320.mp4,73,720,1280,3
320,../resource/video/00321.mp4,131,720,1280,3
321,../resource/video/00322.mp4,142,720,1280,3
322,../resource/video/00323.mp4,81,720,1280,3
323,../resource/video/00324.mp4,77,720,1280,3
324,../resource/video/00325.mp4,67,720,1280,3
325,../resource/video/00326.mp4,75,720,1280,3
326,../resource/video/00327.mp4,140,720,1280,3
327,../resource/video/00328.mp4,146,720,1280,3
328,../resource/video/00329.mp4,62,720,1280,3
329,../resource/video/00330.mp4,72,720,1280,3
330,../resource/video/00331.mp4,76,720,1280,3
331,../resource/video/00332.mp4,81,720,1280,3
332,../resource/video/00333.mp4,66,720,1280,3
333,../resource/video/00334.mp4,63,720,1280,3
334,../resource/video/00335.mp4,86,720,1280,3
335,../resource/video/00336.mp4,76,720,1280,3
336,../resource/video/00337.mp4,74,720,1280,3
337,../resource/video/00338.mp4,74,720,1280,3
338,../resource/video/00339.mp4,82,720,1280,3
339,../resource/video/00340.mp4,74,720,1280,3
340,../resource/video/00341.mp4,146,720,1280,3
341,../resource/video/00342.mp4,80,720,1280,3
342,../resource/video/00343.mp4,62,720,1280,3
343,../resource/video/00344.mp4,79,720,1280,3
344,../resource/video/00345.mp4,72,720,1280,3
345,../resource/video/00346.mp4,68,720,1280,3
346,../resource/video/00347.mp4,65,720,1280,3
347,../resource/video/00348.mp4,88,720,1280,3
348,../resource/video/00349.mp4,57,720,1280,3
349,../resource/video/00350.mp4,61,720,1280,3
350,../resource/video/00351.mp4,74,720,1280,3
351,../resource/video/00352.mp4,66,720,1280,3
352,../resource/video/00353.mp4,76,720,1280,3
353,../resource/video/00354.mp4,73,720,1280,3
354,../resource/video/00355.mp4,92,720,1280,3
355,../resource/video/00356.mp4,67,720,1280,3
356,../resource/video/00357.mp4,89,720,1280,3
357,../resource/video/00358.mp4,73,720,1280,3
358,../resource/video/00359.mp4,80,720,1280,3
359,../resource/video/00360.mp4,121,720,1280,3
360,../resource/video/00361.mp4,76,720,1280,3
361,../resource/video/00362.mp4,75,720,1280,3
362,../resource/video/00363.mp4,131,720,1280,3
363,../resource/video/00364.mp4,107,720,1280,3
364,../resource/video/00365.mp4,93,720,1280,3
365,../resource/video/00366.mp4,76,720,1280,3
366,../resource/video/00367.mp4,62,720,1280,3
367,../resource/video/00368.mp4,84,720,1280,3
368,../resource/video/00369.mp4,80,720,1280,3
369,../resource/video/00370.mp4,83,720,1280,3
370,../resource/video/00371.mp4,82,720,1280,3
371,../resource/video/00372.mp4,76,720,1280,3
372,../resource/video/00373.mp4,101,720,1280,3
373,../resource/video/00374.mp4,146,720,1280,3
374,../resource/video/00375.mp4,67,720,1280,3
375,../resource/video/00376.mp4,80,720,1280,3
376,../resource/video/00377.mp4,69,720,1280,3
377,../resource/video/00378.mp4,78,720,1280,3
378,../resource/video/00379.mp4,78,720,1280,3
379,../resource/video/00380.mp4,64,720,1280,3
380,../resource/video/00381.mp4,84,720,1280,3
381,../resource/video/00382.mp4,68,720,1280,3
382,../resource/video/00383.mp4,147,720,1280,3
383,../resource/video/00384.mp4,65,720,1280,3
384,../resource/video/00385.mp4,62,720,1280,3
385,../resource/video/00386.mp4,121,720,1280,3
386,../resource/video/00387.mp4,80,720,1280,3
387,../resource/video/00388.mp4,86,720,1280,3
388,../resource/video/00389.mp4,66,720,1280,3
389,../resource/video/00390.mp4,104,720,1280,3
390,../resource/video/00391.mp4,78,720,1280,3
391,../resource/video/00392.mp4,68,720,1280,3
392,../resource/video/00393.mp4,71,720,1280,3
393,../resource/video/00394.mp4,68,720,1280,3
394,../resource/video/00395.mp4,68,720,1280,3
395,../resource/video/00396.mp4,84,720,1280,3
396,../resource/video/00397.mp4,69,720,1280,3
397,../resource/video/00398.mp4,65,720,1280,3
398,../resource/video/00399.mp4,65,720,1280,3
399,../resource/video/00400.mp4,72,720,1280,3
400,../resource/video/00401.mp4,115,720,1280,3
401,../resource/video/00402.mp4,82,720,1280,3
402,../resource/video/00403.mp4,70,720,1280,3
403,../resource/video/00404.mp4,99,720,1280,3
404,../resource/video/00405.mp4,113,720,1280,3
405,../resource/video/00406.mp4,73,720,1280,3
406,../resource/video/00407.mp4,86,720,1280,3
407,../resource/video/00408.mp4,91,720,1280,3
408,../resource/video/00409.mp4,115,720,1280,3
409,../resource/video/00410.mp4,74,720,1280,3
410,../resource/video/00411.mp4,159,720,1280,3
411,../resource/video/00412.mp4,74,720,1280,3
412,../resource/video/00413.mp4,154,720,1280,3
413,../resource/video/00414.mp4,96,720,1280,3
414,../resource/video/00415.mp4,74,720,1280,3
415,../resource/video/00416.mp4,71,720,1280,3
416,../resource/video/00417.mp4,161,720,1280,3
417,../resource/video/00418.mp4,116,720,1280,3
418,../resource/video/00419.mp4,76,720,1280,3
419,../resource/video/00420.mp4,151,720,1280,3
420,../resource/video/00421.mp4,111,720,1280,3
421,../resource/video/00422.mp4,136,720,1280,3
422,../resource/video/00423.mp4,145,720,1280,3
423,../resource/video/00424.mp4,106,720,1280,3
424,../resource/video/00425.mp4,158,720,1280,3
425,../resource/video/00426.mp4,166,720,1280,3
426,../resource/video/00427.mp4,149,720,1280,3
427,../resource/video/00428.mp4,111,720,1280,3
428,../resource/video/00429.mp4,146,720,1280,3
429,../resource/video/00430.mp4,113,720,1280,3
430,../resource/video/00431.mp4,130,720,1280,3
431,../resource/video/00432.mp4,96,720,1280,3
432,../resource/video/00433.mp4,151,720,1280,3
433,../resource/video/00434.mp4,156,720,1280,3
434,../resource/video/00435.mp4,106,720,1280,3
435,../resource/video/00436.mp4,171,720,1280,3
436,../resource/video/00437.mp4,151,720,1280,3
437,../resource/video/00438.mp4,119,720,1280,3
438,../resource/video/00439.mp4,106,720,1280,3
439,../resource/video/00440.mp4,106,720,1280,3
440,../resource/video/00441.mp4,110,720,1280,3
441,../resource/video/00442.mp4,127,720,1280,3
442,../resource/video/00443.mp4,112,720,1280,3
443,../resource/video/00444.mp4,86,720,1280,3
444,../resource/video/00445.mp4,145,720,1280,3
445,../resource/video/00446.mp4,101,720,1280,3
446,../resource/video/00447.mp4,138,720,1280,3
447,../resource/video/00448.mp4,110,720,1280,3
448,../resource/video/00449.mp4,129,720,1280,3
449,../resource/video/00450.mp4,95,720,1280,3
450,../resource/video/00451.mp4,166,720,1280,3
451,../resource/video/00452.mp4,127,720,1280,3
452,../resource/video/00453.mp4,138,720,1280,3
453,../resource/video/00454.mp4,143,720,1280,3
454,../resource/video/00455.mp4,109,720,1280,3
455,../resource/video/00456.mp4,104,720,1280,3
456,../resource/video/00457.mp4,104,720,1280,3
457,../resource/video/00458.mp4,110,720,1280,3
458,../resource/video/00459.mp4,80,720,1280,3
459,../resource/video/00460.mp4,82,720,1280,3
460,../resource/video/00461.mp4,119,720,1280,3
461,../resource/video/00462.mp4,108,720,1280,3
462,../resource/video/00463.mp4,136,720,1280,3
463,../resource/video/00464.mp4,112,720,1280,3
464,../resource/video/00465.mp4,101,720,1280,3
465,../resource/video/00466.mp4,91,720,1280,3
466,../resource/video/00467.mp4,91,720,1280,3
467,../resource/video/00468.mp4,126,720,1280,3
468,../resource/video/00469.mp4,101,720,1280,3
469,../resource/video/00470.mp4,188,720,1280,3
470,../resource/video/00471.mp4,143,720,1280,3
471,../resource/video/00472.mp4,160,720,1280,3
472,../resource/video/00473.mp4,70,720,1280,3
473,../resource/video/00474.mp4,93,720,1280,3
474,../resource/video/00475.mp4,140,720,1280,3
475,../resource/video/00476.mp4,125,720,1280,3
476,../resource/video/00477.mp4,140,720,1280,3
477,../resource/video/00478.mp4,166,720,1280,3
478,../resource/video/00479.mp4,110,720,1280,3
479,../resource/video/00480.mp4,126,720,1280,3
480,../resource/video/00481.mp4,166,720,1280,3
481,../resource/video/00482.mp4,121,720,1280,3
482,../resource/video/00483.mp4,119,720,1280,3
483,../resource/video/00484.mp4,146,720,1280,3
484,../resource/video/00485.mp4,110,720,1280,3
485,../resource/video/00486.mp4,112,720,1280,3
486,../resource/video/00487.mp4,89,720,1280,3
487,../resource/video/00488.mp4,159,720,1280,3
488,../resource/video/00489.mp4,115,720,1280,3
489,../resource/video/00490.mp4,101,720,1280,3
490,../resource/video/00491.mp4,95,720,1280,3
491,../resource/video/00492.mp4,119,720,1280,3
492,../resource/video/00493.mp4,153,720,1280,3
493,../resource/video/00494.mp4,119,720,1280,3
494,../resource/video/00495.mp4,115,720,1280,3
495,../resource/video/00496.mp4,108,720,1280,3
496,../resource/video/00497.mp4,123,720,1280,3
497,../resource/video/00498.mp4,108,720,1280,3
498,../resource/video/00499.mp4,117,720,1280,3
499,../resource/video/00500.mp4,78,720,1280,3
500,../resource/video/00501.mp4,108,720,1280,3
501,../resource/video/00502.mp4,111,720,1280,3
502,../resource/video/00503.mp4,117,720,1280,3
503,../resource/video/00504.mp4,108,720,1280,3
504,../resource/video/00505.mp4,99,720,1280,3
505,../resource/video/00506.mp4,101,720,1280,3
506,../resource/video/00507.mp4,93,720,1280,3
507,../resource/video/00508.mp4,110,720,1280,3
508,../resource/video/00509.mp4,134,720,1280,3
509,../resource/video/00510.mp4,98,720,1280,3
510,../resource/video/00511.mp4,176,720,1280,3
511,../resource/video/00512.mp4,115,720,1280,3
512,../resource/video/00513.mp4,115,720,1280,3
513,../resource/video/00514.mp4,95,720,1280,3
514,../resource/video/00515.mp4,102,720,1280,3
515,../resource/video/00516.mp4,99,720,1280,3
516,../resource/video/00517.mp4,91,720,1280,3
517,../resource/video/00518.mp4,89,720,1280,3
518,../resource/video/00519.mp4,123,720,1280,3
519,../resource/video/00520.mp4,106,720,1280,3
520,../resource/video/00521.mp4,108,720,1280,3
521,../resource/video/00522.mp4,118,720,1280,3
522,../resource/video/00523.mp4,65,720,1280,3
523,../resource/video/00524.mp4,128,720,1280,3
524,../resource/video/00525.mp4,76,720,1280,3
525,../resource/video/00526.mp4,110,720,1280,3
526,../resource/video/00527.mp4,65,720,1280,3
527,../resource/video/00528.mp4,108,720,1280,3
528,../resource/video/00529.mp4,77,720,1280,3
529,../resource/video/00530.mp4,64,720,1280,3
530,../resource/video/00531.mp4,64,720,1280,3
531,../resource/video/00532.mp4,59,720,1280,3
532,../resource/video/00533.mp4,72,720,1280,3
533,../resource/video/00534.mp4,80,720,1280,3
534,../resource/video/00535.mp4,87,720,1280,3
535,../resource/video/00536.mp4,89,720,1280,3
536,../resource/video/00537.mp4,80,720,1280,3
537,../resource/video/00538.mp4,84,720,1280,3
538,../resource/video/00539.mp4,64,720,1280,3
539,../resource/video/00540.mp4,76,720,1280,3
540,../resource/video/00541.mp4,93,720,1280,3
541,../resource/video/00542.mp4,67,720,1280,3
542,../resource/video/00543.mp4,91,720,1280,3
543,../resource/video/00544.mp4,100,720,1280,3
544,../resource/video/00545.mp4,92,720,1280,3
545,../resource/video/00546.mp4,81,720,1280,3
546,../resource/video/00547.mp4,57,720,1280,3
547,../resource/video/00548.mp4,74,720,1280,3
548,../resource/video/00549.mp4,105,720,1280,3
549,../resource/video/00550.mp4,78,720,1280,3
550,../resource/video/00551.mp4,72,720,1280,3
551,../resource/video/00552.mp4,72,720,1280,3
552,../resource/video/00553.mp4,76,720,1280,3
553,../resource/video/00554.mp4,76,720,1280,3
554,../resource/video/00555.mp4,111,720,1280,3
555,../resource/video/00556.mp4,89,720,1280,3
556,../resource/video/00557.mp4,76,720,1280,3
557,../resource/video/00558.mp4,76,720,1280,3
558,../resource/video/00559.mp4,59,720,1280,3
559,../resource/video/00560.mp4,86,720,1280,3
560,../resource/video/00561.mp4,174,720,1280,3
561,../resource/video/00562.mp4,69,720,1280,3
562,../resource/video/00563.mp4,86,720,1280,3
563,../resource/video/00564.mp4,80,720,1280,3
564,../resource/video/00565.mp4,78,720,1280,3
565,../resource/video/00566.mp4,78,720,1280,3
566,../resource/video/00567.mp4,67,720,1280,3
567,../resource/video/00568.mp4,76,720,1280,3
568,../resource/video/00569.mp4,96,720,1280,3
569,../resource/video/00570.mp4,96,720,1280,3
570,../resource/video/00571.mp4,59,720,1280,3
571,../resource/video/00572.mp4,72,720,1280,3
572,../resource/video/00573.mp4,80,720,1280,3
573,../resource/video/00574.mp4,76,720,1280,3
574,../resource/video/00575.mp4,76,720,1280,3
575,../resource/video/00576.mp4,65,720,1280,3
576,../resource/video/00577.mp4,71,720,1280,3
577,../resource/video/00578.mp4,87,720,1280,3
578,../resource/video/00579.mp4,78,720,1280,3
579,../resource/video/00580.mp4,80,720,1280,3
580,../resource/video/00581.mp4,61,720,1280,3
581,../resource/video/00582.mp4,134,720,1280,3
