번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어
5442,7,2017,정면,단어,KETI_SL_0000005442.MOV,화약
6281,8,2017,정면,단어,KETI_SL_0000006281.MOV,화약
7120,9,2017,정면,단어,KETI_SL_0000007120.MOV,화약
7958,10,2017,정면,단어,KETI_SL_0000007958.MOV,화약
415,1,2017,정면,단어,KETI_SL_0000000415.MOV,화상
1251,2,2017,정면,단어,KETI_SL_0000001251.MTS,화상
2028,3,2017,정면,단어,KETI_SL_0000002028.MOV,화상
2928,4,2017,정면,단어,KETI_SL_0000002928.MOV,화상
3756,5,2017,정면,단어,KETI_SL_0000003756.MOV,화상
4603,6,2017,정면,단어,KETI_SL_0000004603.MOV,화상
5441,7,2017,정면,단어,KETI_SL_0000005441.MOV,화상
6280,8,2017,정면,단어,KETI_SL_0000006280.MOV,화상
7119,9,2017,정면,단어,KETI_SL_0000007119.MOV,화상
7957,10,2017,정면,단어,KETI_SL_0000007957.MOV,화상
414,1,2017,정면,단어,KETI_SL_0000000414.MOV,홍수
1250,2,2017,정면,단어,KETI_SL_0000001250.MTS,홍수
2027,3,2017,정면,단어,KETI_SL_0000002027.MOV,홍수
2927,4,2017,정면,단어,KETI_SL_0000002927.MOV,홍수
3755,5,2017,정면,단어,KETI_SL_0000003755.MOV,홍수
4602,6,2017,정면,단어,KETI_SL_0000004602.MOV,홍수
5440,7,2017,정면,단어,KETI_SL_0000005440.MOV,홍수
6279,8,2017,정면,단어,KETI_SL_0000006279.MOV,홍수
7118,9,2017,정면,단어,KETI_SL_0000007118.MOV,홍수
7956,10,2017,정면,단어,KETI_SL_0000007956.MOV,홍수
413,1,2017,정면,단어,KETI_SL_0000000413.MOV,호흡기
1249,2,2017,정면,단어,KETI_SL_0000001249.MTS,호흡기
2026,3,2017,정면,단어,KETI_SL_0000002026.MOV,호흡기
2926,4,2017,정면,단어,KETI_SL_0000002926.MOV,호흡기
3754,5,2017,정면,단어,KETI_SL_0000003754.MOV,호흡기
4601,6,2017,정면,단어,KETI_SL_0000004601.MOV,호흡기
5439,7,2017,정면,단어,KETI_SL_0000005439.MOV,호흡기
6278,8,2017,정면,단어,KETI_SL_0000006278.MOV,호흡기
7117,9,2017,정면,단어,KETI_SL_0000007117.MOV,호흡기
7955,10,2017,정면,단어,KETI_SL_0000007955.MOV,호흡기
412,1,2017,정면,단어,KETI_SL_0000000412.MOV,호흡곤란
1248,2,2017,정면,단어,KETI_SL_0000001248.MTS,호흡곤란
2025,3,2017,정면,단어,KETI_SL_0000002025.MOV,호흡곤란
2925,4,2017,정면,단어,KETI_SL_0000002925.MOV,호흡곤란
3753,5,2017,정면,단어,KETI_SL_0000003753.MOV,호흡곤란
4600,6,2017,정면,단어,KETI_SL_0000004600.MOV,호흡곤란
5438,7,2017,정면,단어,KETI_SL_0000005438.MOV,호흡곤란
6277,8,2017,정면,단어,KETI_SL_0000006277.MOV,호흡곤란
7116,9,2017,정면,단어,KETI_SL_0000007116.MOV,호흡곤란
7954,10,2017,정면,단어,KETI_SL_0000007954.MOV,호흡곤란
411,1,2017,정면,단어,KETI_SL_0000000411.MOV,형
1247,2,2017,정면,단어,KETI_SL_0000001247.MTS,형
2024,3,2017,정면,단어,KETI_SL_0000002024.MOV,형
2924,4,2017,정면,단어,KETI_SL_0000002924.MOV,형
3752,5,2017,정면,단어,KETI_SL_0000003752.MOV,형
4599,6,2017,정면,단어,KETI_SL_0000004599.MOV,형
5437,7,2017,정면,단어,KETI_SL_0000005437.MOV,형
6276,8,2017,정면,단어,KETI_SL_0000006276.MOV,형
7115,9,2017,정면,단어,KETI_SL_0000007115.MOV,형
7953,10,2017,정면,단어,KETI_SL_0000007953.MOV,형
410,1,2017,정면,단어,KETI_SL_0000000410.MOV,협박
1246,2,2017,정면,단어,KETI_SL_0000001246.MTS,협박
2023,3,2017,정면,단어,KETI_SL_0000002023.MOV,협박
2923,4,2017,정면,단어,KETI_SL_0000002923.MOV,협박
3751,5,2017,정면,단어,KETI_SL_0000003751.MOV,협박
4598,6,2017,정면,단어,KETI_SL_0000004598.MOV,협박
5436,7,2017,정면,단어,KETI_SL_0000005436.MOV,협박
6275,8,2017,정면,단어,KETI_SL_0000006275.MOV,협박
7114,9,2017,정면,단어,KETI_SL_0000007114.MOV,협박
7952,10,2017,정면,단어,KETI_SL_0000007952.MOV,협박
409,1,2017,정면,단어,KETI_SL_0000000409.MOV,현관앞
1245,2,2017,정면,단어,KETI_SL_0000001245.MTS,현관앞
2021,3,2017,정면,단어,KETI_SL_0000002021.MOV,현관앞
2922,4,2017,정면,단어,KETI_SL_0000002922.MOV,현관앞
3750,5,2017,정면,단어,KETI_SL_0000003750.MOV,현관앞
4597,6,2017,정면,단어,KETI_SL_0000004597.MOV,현관앞
5435,7,2017,정면,단어,KETI_SL_0000005435.MOV,현관앞
6274,8,2017,정면,단어,KETI_SL_0000006274.MOV,현관앞
7113,9,2017,정면,단어,KETI_SL_0000007113.MOV,현관앞
7951,10,2017,정면,단어,KETI_SL_0000007951.MOV,현관앞
408,1,2017,정면,단어,KETI_SL_0000000408.MOV,현관
1244,2,2017,정면,단어,KETI_SL_0000001244.MTS,현관
2020,3,2017,정면,단어,KETI_SL_0000002020.MOV,현관
2921,4,2017,정면,단어,KETI_SL_0000002921.MOV,현관
3749,5,2017,정면,단어,KETI_SL_0000003749.MOV,현관
4596,6,2017,정면,단어,KETI_SL_0000004596.MOV,현관
5434,7,2017,정면,단어,KETI_SL_0000005434.MOV,현관
6273,8,2017,정면,단어,KETI_SL_0000006273.MOV,현관
7112,9,2017,정면,단어,KETI_SL_0000007112.MOV,현관
7950,10,2017,정면,단어,KETI_SL_0000007950.MOV,현관
407,1,2017,정면,단어,KETI_SL_0000000407.MOV,허벅지
1243,2,2017,정면,단어,KETI_SL_0000001243.MTS,허벅지
2019,3,2017,정면,단어,KETI_SL_0000002019.MOV,허벅지
2920,4,2017,정면,단어,KETI_SL_0000002920.MOV,허벅지
3748,5,2017,정면,단어,KETI_SL_0000003748.MOV,허벅지
4595,6,2017,정면,단어,KETI_SL_0000004595.MOV,허벅지
5433,7,2017,정면,단어,KETI_SL_0000005433.MOV,허벅지
6272,8,2017,정면,단어,KETI_SL_0000006272.MOV,허벅지
7111,9,2017,정면,단어,KETI_SL_0000007111.MOV,허벅지
7949,10,2017,정면,단어,KETI_SL_0000007949.MOV,허벅지
406,1,2017,정면,단어,KETI_SL_0000000406.MOV,허리
1242,2,2017,정면,단어,KETI_SL_0000001242.MTS,허리
2018,3,2017,정면,단어,KETI_SL_0000002018.MOV,허리
2919,4,2017,정면,단어,KETI_SL_0000002919.MOV,허리
3747,5,2017,정면,단어,KETI_SL_0000003747.MOV,허리
4594,6,2017,정면,단어,KETI_SL_0000004594.MOV,허리
5432,7,2017,정면,단어,KETI_SL_0000005432.MOV,허리
6271,8,2017,정면,단어,KETI_SL_0000006271.MOV,허리
7110,9,2017,정면,단어,KETI_SL_0000007110.MOV,허리
7948,10,2017,정면,단어,KETI_SL_0000007948.MOV,허리
405,1,2017,정면,단어,KETI_SL_0000000405.MOV,해열제
1241,2,2017,정면,단어,KETI_SL_0000001241.MTS,해열제
2017,3,2017,정면,단어,KETI_SL_0000002017.MOV,해열제
2918,4,2017,정면,단어,KETI_SL_0000002918.MOV,해열제
3746,5,2017,정면,단어,KETI_SL_0000003746.MOV,해열제
4593,6,2017,정면,단어,KETI_SL_0000004593.MOV,해열제
5431,7,2017,정면,단어,KETI_SL_0000005431.MOV,해열제
6270,8,2017,정면,단어,KETI_SL_0000006270.MOV,해열제
7109,9,2017,정면,단어,KETI_SL_0000007109.MOV,해열제
7947,10,2017,정면,단어,KETI_SL_0000007947.MOV,해열제
404,1,2017,정면,단어,KETI_SL_0000000404.MOV,해독제
1240,2,2017,정면,단어,KETI_SL_0000001240.MTS,해독제
2016,3,2017,정면,단어,KETI_SL_0000002016.MOV,해독제
2917,4,2017,정면,단어,KETI_SL_0000002917.MOV,해독제
3745,5,2017,정면,단어,KETI_SL_0000003745.MOV,해독제
4592,6,2017,정면,단어,KETI_SL_0000004592.MOV,해독제
5430,7,2017,정면,단어,KETI_SL_0000005430.MOV,해독제
6269,8,2017,정면,단어,KETI_SL_0000006269.MOV,해독제
7108,9,2017,정면,단어,KETI_SL_0000007108.MOV,해독제
7946,10,2017,정면,단어,KETI_SL_0000007946.MOV,해독제
403,1,2017,정면,단어,KETI_SL_0000000403.MOV,해
1239,2,2017,정면,단어,KETI_SL_0000001239.MTS,해
2015,3,2017,정면,단어,KETI_SL_0000002015.MOV,해
2916,4,2017,정면,단어,KETI_SL_0000002916.MOV,해
3744,5,2017,정면,단어,KETI_SL_0000003744.MOV,해
4591,6,2017,정면,단어,KETI_SL_0000004591.MOV,해
5429,7,2017,정면,단어,KETI_SL_0000005429.MOV,해
6268,8,2017,정면,단어,KETI_SL_0000006268.MOV,해
7107,9,2017,정면,단어,KETI_SL_0000007107.MOV,해
7945,10,2017,정면,단어,KETI_SL_0000007945.MOV,해
402,1,2017,정면,단어,KETI_SL_0000000402.MOV,함몰되다
1238,2,2017,정면,단어,KETI_SL_0000001238.MTS,함몰되다
2014,3,2017,정면,단어,KETI_SL_0000002014.MOV,함몰되다
2915,4,2017,정면,단어,KETI_SL_0000002915.MOV,함몰되다
3743,5,2017,정면,단어,KETI_SL_0000003743.MOV,함몰되다
4590,6,2017,정면,단어,KETI_SL_0000004590.MOV,함몰되다
5428,7,2017,정면,단어,KETI_SL_0000005428.MOV,함몰되다
6267,8,2017,정면,단어,KETI_SL_0000006267.MOV,함몰되다
7106,9,2017,정면,단어,KETI_SL_0000007106.MOV,함몰되다
7944,10,2017,정면,단어,KETI_SL_0000007944.MOV,함몰되다
401,1,2017,정면,단어,KETI_SL_0000000401.MOV,할아버지
1237,2,2017,정면,단어,KETI_SL_0000001237.MTS,할아버지
2013,3,2017,정면,단어,KETI_SL_0000002013.MOV,할아버지
2914,4,2017,정면,단어,KETI_SL_0000002914.MOV,할아버지
3742,5,2017,정면,단어,KETI_SL_0000003742.MOV,할아버지
4589,6,2017,정면,단어,KETI_SL_0000004589.MOV,할아버지
5427,7,2017,정면,단어,KETI_SL_0000005427.MOV,할아버지
6266,8,2017,정면,단어,KETI_SL_0000006266.MOV,할아버지
7105,9,2017,정면,단어,KETI_SL_0000007105.MOV,할아버지
7943,10,2017,정면,단어,KETI_SL_0000007943.MOV,할아버지
400,1,2017,정면,단어,KETI_SL_0000000400.MOV,할머니
1236,2,2017,정면,단어,KETI_SL_0000001236.MTS,할머니
2012,3,2017,정면,단어,KETI_SL_0000002012.MOV,할머니
2913,4,2017,정면,단어,KETI_SL_0000002913.MOV,할머니
3741,5,2017,정면,단어,KETI_SL_0000003741.MOV,할머니
4588,6,2017,정면,단어,KETI_SL_0000004588.MOV,할머니
5426,7,2017,정면,단어,KETI_SL_0000005426.MOV,할머니
6265,8,2017,정면,단어,KETI_SL_0000006265.MOV,할머니
7104,9,2017,정면,단어,KETI_SL_0000007104.MOV,할머니
7942,10,2017,정면,단어,KETI_SL_0000007942.MOV,할머니
399,1,2017,정면,단어,KETI_SL_0000000399.MOV,학생
1235,2,2017,정면,단어,KETI_SL_0000001235.MTS,학생
2009,3,2017,정면,단어,KETI_SL_0000002009.MOV,학생
2912,4,2017,정면,단어,KETI_SL_0000002912.MOV,학생
3740,5,2017,정면,단어,KETI_SL_0000003740.MOV,학생
4587,6,2017,정면,단어,KETI_SL_0000004587.MOV,학생
5425,7,2017,정면,단어,KETI_SL_0000005425.MOV,학생
6264,8,2017,정면,단어,KETI_SL_0000006264.MOV,학생
7103,9,2017,정면,단어,KETI_SL_0000007103.MOV,학생
7941,10,2017,정면,단어,KETI_SL_0000007941.MOV,학생
398,1,2017,정면,단어,KETI_SL_0000000398.MOV,학교
1234,2,2017,정면,단어,KETI_SL_0000001234.MTS,학교
2008,3,2017,정면,단어,KETI_SL_0000002008.MOV,학교
2911,4,2017,정면,단어,KETI_SL_0000002911.MOV,학교
3739,5,2017,정면,단어,KETI_SL_0000003739.MOV,학교
4586,6,2017,정면,단어,KETI_SL_0000004586.MOV,학교
5424,7,2017,정면,단어,KETI_SL_0000005424.MOV,학교
6263,8,2017,정면,단어,KETI_SL_0000006263.MOV,학교
7102,9,2017,정면,단어,KETI_SL_0000007102.MOV,학교
7940,10,2017,정면,단어,KETI_SL_0000007940.MOV,학교
379,1,2017,정면,단어,KETI_SL_0000000379.MOV,피나다
1233,2,2017,정면,단어,KETI_SL_0000001233.MTS,피나다
2007,3,2017,정면,단어,KETI_SL_0000002007.MOV,피나다
2892,4,2017,정면,단어,KETI_SL_0000002892.MOV,피나다
3771,5,2017,정면,단어,KETI_SL_0000003771.MTS,피나다
4567,6,2017,정면,단어,KETI_SL_0000004567.MOV,피나다
5405,7,2017,정면,단어,KETI_SL_0000005405.MOV,피나다
6244,8,2017,정면,단어,KETI_SL_0000006244.MOV,피나다
7082,9,2017,정면,단어,KETI_SL_0000007082.MOV,피나다
7939,10,2017,정면,단어,KETI_SL_0000007939.MOV,피나다
397,1,2017,정면,단어,KETI_SL_0000000397.MOV,폭행
1232,2,2017,정면,단어,KETI_SL_0000001232.MTS,폭행
2006,3,2017,정면,단어,KETI_SL_0000002006.MOV,폭행
2910,4,2017,정면,단어,KETI_SL_0000002910.MOV,폭행
3738,5,2017,정면,단어,KETI_SL_0000003738.MOV,폭행
4585,6,2017,정면,단어,KETI_SL_0000004585.MOV,폭행
5423,7,2017,정면,단어,KETI_SL_0000005423.MOV,폭행
6262,8,2017,정면,단어,KETI_SL_0000006262.MOV,폭행
7101,9,2017,정면,단어,KETI_SL_0000007101.MOV,폭행
7938,10,2017,정면,단어,KETI_SL_0000007938.MOV,폭행
395,1,2017,정면,단어,KETI_SL_0000000395.MOV,폭탄
1231,2,2017,정면,단어,KETI_SL_0000001231.MTS,폭탄
2005,3,2017,정면,단어,KETI_SL_0000002005.MOV,폭탄
2908,4,2017,정면,단어,KETI_SL_0000002908.MOV,폭탄
3736,5,2017,정면,단어,KETI_SL_0000003736.MOV,폭탄
4583,6,2017,정면,단어,KETI_SL_0000004583.MOV,폭탄
5421,7,2017,정면,단어,KETI_SL_0000005421.MOV,폭탄
6260,8,2017,정면,단어,KETI_SL_0000006260.MOV,폭탄
7099,9,2017,정면,단어,KETI_SL_0000007099.MOV,폭탄
7937,10,2017,정면,단어,KETI_SL_0000007937.MOV,폭탄
396,1,2017,정면,단어,KETI_SL_0000000396.MOV,폭우
1230,2,2017,정면,단어,KETI_SL_0000001230.MTS,폭우
2004,3,2017,정면,단어,KETI_SL_0000002004.MOV,폭우
2909,4,2017,정면,단어,KETI_SL_0000002909.MOV,폭우
3737,5,2017,정면,단어,KETI_SL_0000003737.MOV,폭우
4584,6,2017,정면,단어,KETI_SL_0000004584.MOV,폭우
5422,7,2017,정면,단어,KETI_SL_0000005422.MOV,폭우
6261,8,2017,정면,단어,KETI_SL_0000006261.MOV,폭우
7100,9,2017,정면,단어,KETI_SL_0000007100.MOV,폭우
7936,10,2017,정면,단어,KETI_SL_0000007936.MOV,폭우
394,1,2017,정면,단어,KETI_SL_0000000394.MOV,폭발
1229,2,2017,정면,단어,KETI_SL_0000001229.MTS,폭발
2003,3,2017,정면,단어,KETI_SL_0000002003.MOV,폭발
2907,4,2017,정면,단어,KETI_SL_0000002907.MOV,폭발
3735,5,2017,정면,단어,KETI_SL_0000003735.MOV,폭발
4582,6,2017,정면,단어,KETI_SL_0000004582.MOV,폭발
5420,7,2017,정면,단어,KETI_SL_0000005420.MOV,폭발
6259,8,2017,정면,단어,KETI_SL_0000006259.MOV,폭발
7098,9,2017,정면,단어,KETI_SL_0000007098.MOV,폭발
7935,10,2017,정면,단어,KETI_SL_0000007935.MOV,폭발
393,1,2017,정면,단어,KETI_SL_0000000393.MOV,팔꿈치
1228,2,2017,정면,단어,KETI_SL_0000001228.MTS,팔꿈치
2002,3,2017,정면,단어,KETI_SL_0000002002.MOV,팔꿈치
2906,4,2017,정면,단어,KETI_SL_0000002906.MOV,팔꿈치
3734,5,2017,정면,단어,KETI_SL_0000003734.MOV,팔꿈치
4581,6,2017,정면,단어,KETI_SL_0000004581.MOV,팔꿈치
5419,7,2017,정면,단어,KETI_SL_0000005419.MOV,팔꿈치
6258,8,2017,정면,단어,KETI_SL_0000006258.MOV,팔꿈치
7097,9,2017,정면,단어,KETI_SL_0000007097.MOV,팔꿈치
7934,10,2017,정면,단어,KETI_SL_0000007934.MOV,팔꿈치
392,1,2017,정면,단어,KETI_SL_0000000392.MOV,팔
1227,2,2017,정면,단어,KETI_SL_0000001227.MTS,팔
2001,3,2017,정면,단어,KETI_SL_0000002001.MOV,팔
2905,4,2017,정면,단어,KETI_SL_0000002905.MOV,팔
3733,5,2017,정면,단어,KETI_SL_0000003733.MOV,팔
4580,6,2017,정면,단어,KETI_SL_0000004580.MOV,팔
5418,7,2017,정면,단어,KETI_SL_0000005418.MOV,팔
6257,8,2017,정면,단어,KETI_SL_0000006257.MOV,팔
7096,9,2017,정면,단어,KETI_SL_0000007096.MOV,팔
7933,10,2017,정면,단어,KETI_SL_0000007933.MOV,팔
391,1,2017,정면,단어,KETI_SL_0000000391.MOV,파편
1226,2,2017,정면,단어,KETI_SL_0000001226.MTS,파편
2000,3,2017,정면,단어,KETI_SL_0000002000.MOV,파편
2904,4,2017,정면,단어,KETI_SL_0000002904.MOV,파편
3732,5,2017,정면,단어,KETI_SL_0000003732.MOV,파편
4579,6,2017,정면,단어,KETI_SL_0000004579.MOV,파편
5417,7,2017,정면,단어,KETI_SL_0000005417.MOV,파편
6256,8,2017,정면,단어,KETI_SL_0000006256.MOV,파편
7095,9,2017,정면,단어,KETI_SL_0000007095.MOV,파편
7932,10,2017,정면,단어,KETI_SL_0000007932.MOV,파편
390,1,2017,정면,단어,KETI_SL_0000000390.MOV,파도
1225,2,2017,정면,단어,KETI_SL_0000001225.MTS,파도
1998,3,2017,정면,단어,KETI_SL_0000001998.MOV,파도
2903,4,2017,정면,단어,KETI_SL_0000002903.MOV,파도
3731,5,2017,정면,단어,KETI_SL_0000003731.MOV,파도
4578,6,2017,정면,단어,KETI_SL_0000004578.MOV,파도
5416,7,2017,정면,단어,KETI_SL_0000005416.MOV,파도
6255,8,2017,정면,단어,KETI_SL_0000006255.MOV,파도
7094,9,2017,정면,단어,KETI_SL_0000007094.MOV,파도
7931,10,2017,정면,단어,KETI_SL_0000007931.MOV,파도
389,1,2017,정면,단어,KETI_SL_0000000389.MOV,트럭
1224,2,2017,정면,단어,KETI_SL_0000001224.MTS,트럭
1997,3,2017,정면,단어,KETI_SL_0000001997.MOV,트럭
2902,4,2017,정면,단어,KETI_SL_0000002902.MOV,트럭
3730,5,2017,정면,단어,KETI_SL_0000003730.MOV,트럭
4577,6,2017,정면,단어,KETI_SL_0000004577.MOV,트럭
5415,7,2017,정면,단어,KETI_SL_0000005415.MOV,트럭
6254,8,2017,정면,단어,KETI_SL_0000006254.MOV,트럭
7093,9,2017,정면,단어,KETI_SL_0000007093.MOV,트럭
7930,10,2017,정면,단어,KETI_SL_0000007930.MOV,트럭
388,1,2017,정면,단어,KETI_SL_0000000388.MOV,트랙터
1223,2,2017,정면,단어,KETI_SL_0000001223.MTS,트랙터
1996,3,2017,정면,단어,KETI_SL_0000001996.MOV,트랙터
2901,4,2017,정면,단어,KETI_SL_0000002901.MOV,트랙터
3729,5,2017,정면,단어,KETI_SL_0000003729.MOV,트랙터
4576,6,2017,정면,단어,KETI_SL_0000004576.MOV,트랙터
5414,7,2017,정면,단어,KETI_SL_0000005414.MOV,트랙터
6253,8,2017,정면,단어,KETI_SL_0000006253.MOV,트랙터
7092,9,2017,정면,단어,KETI_SL_0000007092.MOV,트랙터
7929,10,2017,정면,단어,KETI_SL_0000007929.MOV,트랙터
387,1,2017,정면,단어,KETI_SL_0000000387.MOV,통학버스
1222,2,2017,정면,단어,KETI_SL_0000001222.MTS,통학버스
1995,3,2017,정면,단어,KETI_SL_0000001995.MOV,통학버스
2900,4,2017,정면,단어,KETI_SL_0000002900.MOV,통학버스
3728,5,2017,정면,단어,KETI_SL_0000003728.MOV,통학버스
4575,6,2017,정면,단어,KETI_SL_0000004575.MOV,통학버스
5413,7,2017,정면,단어,KETI_SL_0000005413.MOV,통학버스
6252,8,2017,정면,단어,KETI_SL_0000006252.MOV,통학버스
7091,9,2017,정면,단어,KETI_SL_0000007091.MOV,통학버스
7928,10,2017,정면,단어,KETI_SL_0000007928.MOV,통학버스
386,1,2017,정면,단어,KETI_SL_0000000386.MOV,토하다
1221,2,2017,정면,단어,KETI_SL_0000001221.MTS,토하다
1994,3,2017,정면,단어,KETI_SL_0000001994.MOV,토하다
2899,4,2017,정면,단어,KETI_SL_0000002899.MOV,토하다
3727,5,2017,정면,단어,KETI_SL_0000003727.MOV,토하다
4574,6,2017,정면,단어,KETI_SL_0000004574.MOV,토하다
5412,7,2017,정면,단어,KETI_SL_0000005412.MOV,토하다
6251,8,2017,정면,단어,KETI_SL_0000006251.MOV,토하다
7090,9,2017,정면,단어,KETI_SL_0000007090.MOV,토하다
7927,10,2017,정면,단어,KETI_SL_0000007927.MOV,토하다
385,1,2017,정면,단어,KETI_SL_0000000385.MOV,토요일
1220,2,2017,정면,단어,KETI_SL_0000001220.MTS,토요일
1993,3,2017,정면,단어,KETI_SL_0000001993.MOV,토요일
2898,4,2017,정면,단어,KETI_SL_0000002898.MOV,토요일
3726,5,2017,정면,단어,KETI_SL_0000003726.MOV,토요일
4573,6,2017,정면,단어,KETI_SL_0000004573.MOV,토요일
5411,7,2017,정면,단어,KETI_SL_0000005411.MOV,토요일
6250,8,2017,정면,단어,KETI_SL_0000006250.MOV,토요일
7089,9,2017,정면,단어,KETI_SL_0000007089.MOV,토요일
7926,10,2017,정면,단어,KETI_SL_0000007926.MOV,토요일
384,1,2017,정면,단어,KETI_SL_0000000384.MOV,택시
1219,2,2017,정면,단어,KETI_SL_0000001219.MTS,택시
1992,3,2017,정면,단어,KETI_SL_0000001992.MOV,택시
2897,4,2017,정면,단어,KETI_SL_0000002897.MOV,택시
3725,5,2017,정면,단어,KETI_SL_0000003725.MOV,택시
4572,6,2017,정면,단어,KETI_SL_0000004572.MOV,택시
5410,7,2017,정면,단어,KETI_SL_0000005410.MOV,택시
6249,8,2017,정면,단어,KETI_SL_0000006249.MOV,택시
7088,9,2017,정면,단어,KETI_SL_0000007088.MOV,택시
7925,10,2017,정면,단어,KETI_SL_0000007925.MOV,택시
135,1,2017,정면,단어,KETI_SL_0000000135.MOV,탈골
1218,2,2017,정면,단어,KETI_SL_0000001218.MTS,탈골
1991,3,2017,정면,단어,KETI_SL_0000001991.MOV,탈골
2649,4,2017,정면,단어,KETI_SL_0000002649.MOV,탈골
3588,5,2017,정면,단어,KETI_SL_0000003588.MOV,탈골
4324,6,2017,정면,단어,KETI_SL_0000004324.MOV,탈골
5272,7,2017,정면,단어,KETI_SL_0000005272.MOV,탈골
6001,8,2017,정면,단어,KETI_SL_0000006001.MOV,탈골
7087,9,2017,정면,단어,KETI_SL_0000007087.MOV,탈골
7924,10,2017,정면,단어,KETI_SL_0000007924.MOV,탈골
383,1,2017,정면,단어,KETI_SL_0000000383.MOV,코
1217,2,2017,정면,단어,KETI_SL_0000001217.MTS,코
1990,3,2017,정면,단어,KETI_SL_0000001990.MOV,코
2896,4,2017,정면,단어,KETI_SL_0000002896.MOV,코
3724,5,2017,정면,단어,KETI_SL_0000003724.MOV,코
4571,6,2017,정면,단어,KETI_SL_0000004571.MOV,코
5409,7,2017,정면,단어,KETI_SL_0000005409.MOV,코
6248,8,2017,정면,단어,KETI_SL_0000006248.MOV,코
7086,9,2017,정면,단어,KETI_SL_0000007086.MOV,코
7923,10,2017,정면,단어,KETI_SL_0000007923.MOV,코
382,1,2017,정면,단어,KETI_SL_0000000382.MOV,칼
1216,2,2017,정면,단어,KETI_SL_0000001216.MTS,칼
1989,3,2017,정면,단어,KETI_SL_0000001989.MOV,칼
2895,4,2017,정면,단어,KETI_SL_0000002895.MOV,칼
3723,5,2017,정면,단어,KETI_SL_0000003723.MOV,칼
4570,6,2017,정면,단어,KETI_SL_0000004570.MOV,칼
5408,7,2017,정면,단어,KETI_SL_0000005408.MOV,칼
6247,8,2017,정면,단어,KETI_SL_0000006247.MOV,칼
7085,9,2017,정면,단어,KETI_SL_0000007085.MOV,칼
7922,10,2017,정면,단어,KETI_SL_0000007922.MOV,칼
381,1,2017,정면,단어,KETI_SL_0000000381.MOV,침수
1215,2,2017,정면,단어,KETI_SL_0000001215.MTS,침수
1987,3,2017,정면,단어,KETI_SL_0000001987.MOV,침수
2894,4,2017,정면,단어,KETI_SL_0000002894.MOV,침수
3722,5,2017,정면,단어,KETI_SL_0000003722.MOV,침수
4569,6,2017,정면,단어,KETI_SL_0000004569.MOV,침수
5407,7,2017,정면,단어,KETI_SL_0000005407.MOV,침수
6246,8,2017,정면,단어,KETI_SL_0000006246.MOV,침수
7084,9,2017,정면,단어,KETI_SL_0000007084.MOV,침수
7921,10,2017,정면,단어,KETI_SL_0000007921.MOV,침수
380,1,2017,정면,단어,KETI_SL_0000000380.MOV,친구
1214,2,2017,정면,단어,KETI_SL_0000001214.MTS,친구
